         1748559 function calls (1652450 primitive calls) in 26.401 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       12    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:2190(_get_ticks_position)
        4    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:2198(__init__)
      206    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:263(y0)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\enum.py:129(__new__)
      396    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\text.py:323(get_transform_rotates_text)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\collections\__init__.py:313(namedtuple)
      318    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\text.py:277(_get_multialignment)
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\PIL\BmpImagePlugin.py:25(<module>)
      944    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\font_manager.py:1130(score_variant)
    52/28    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\offsetbox.py:239(axes)
       96    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\spawn.py:87(<genexpr>)
       72    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\offsetbox.py:522(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\patches.py:2466(__call__)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:3672(set_ylabel)
      268    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\offsetbox.py:193(<genexpr>)
       26    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\artist.py:912(set_clip_on)
       28    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\spines.py:135(get_patch_transform)
      9/1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\sre_compile.py:71(_compile)
      216    0.000    0.000    0.000    0.000 {built-in method math.log10}
      396    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\text.py:606(get_wrap)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:1576(get_matrix)
      160    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backend_bases.py:908(set_antialiased)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1252(_path_hooks)
      392    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\figure.py:2771(_set_dpi)
       22    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\cbook\__init__.py:1695(safe_isfinite)
       32    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\spawn.py:132(_check_not_importing_main)
      156    0.000    0.000    0.000    0.000 {built-in method _bisect.bisect_right}
      195    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\text.py:1339(set_parse_math)
       25    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\patches.py:384(set_linewidth)
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\PIL\ImageOps.py:19(<module>)
       17    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\cbook\__init__.py:126(_weak_or_strong_ref)
       24    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\core\shape_base.py:139(atleast_3d)
      238    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backend_bases.py:828(get_clip_path)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(array_split)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\PIL\Image.py:3151(frombuffer)
       54    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\_api\__init__.py:175(check_getitem)
        6    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:856(update_from_path)
       72    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\ticker.py:1633(raise_if_exceeds)
      466    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\core\multiarray.py:740(dot)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:3121(set_axisbelow)
      432    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:629(spec_from_file_location)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\lib\shape_base.py:739(array_split)
      160    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\text.py:437(<listcomp>)
      228    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\spines.py:551(__getattr__)
       12    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\cbook\__init__.py:1348(_check_1d)
      105    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:64(<listcomp>)
      112    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\pool.py:468(_map_async)
      486    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
        8    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\threading.py:505(__init__)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:151(__exit__)
       67    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
       54    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\lines.py:932(get_markeredgecolor)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\util.py:10(<module>)
      296    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:560(formatter)
      221    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       32    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\patches.py:273(get_patch_transform)
        4    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:1365(<listcomp>)
       14    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\patches.py:399(set_linestyle)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\gridspec.py:562(_from_subplot_args)
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\PIL\PpmImagePlugin.py:16(<module>)
        2    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\typing.py:255(inner)
       72    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
       38    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\pathlib.py:685(_format_parsed_parts)
      250    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\cycler\__init__.py:259(__iter__)
       36    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:2206(<genexpr>)
       12    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\tempfile.py:133(rng)
       24    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.count_bboxes_overlapping_bbox}
      295    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\font_manager.py:839(set_file)
      620    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\artist.py:1132(sticky_edges)
       36    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
       86    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\text.py:434(<listcomp>)
       72    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\ticker.py:1917(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\legend.py:985(set_title)
      160    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\popen_spawn_win32.py:57(<genexpr>)
      137    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       20    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\_collections_abc.py:664(__contains__)
        2    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\contextlib.py:415(enter_context)
       78    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\src\genetics\genome.py:15(__init__)
       56    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      476    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backend_bases.py:3576(new_figure_manager_given_figure)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\patches.py:377(set_alpha)
      576    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\core\fromnumeric.py:3241(_around_dispatcher)
      610    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:1811(get_affine)
      256    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\connection.py:158(readable)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\typing.py:347(__getitem__)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(sort)
       12    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:73(wrapper)
      318    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\text.py:344(get_rotation_mode)
      508    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\core\fromnumeric.py:2824(_amin_dispatcher)
      480    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\path.py:225(codes)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:2854(<listcomp>)
       22    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\patches.py:456(set_capstyle)
       42    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:2659(get_matrix)
       36    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\text.py:1150(set_fontweight)
       72    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:553(locator)
      238    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backend_bases.py:998(set_url)
       51    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:51(_unpack_uint32)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\pathlib.py:1365(exists)
       12    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:2406(_iter_break_from_left_to_right)
        5    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\_bootlocale.py:11(getpreferredencoding)
      144    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\ticker.py:192(set_axis)
       18    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\inspect.py:2477(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\ntpath.py:529(_readlink_deep)
       56    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\cbook\__init__.py:2300(_unpack_to_numpy)
       12    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\inspect.py:2760(__init__)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:103(release)
      132    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:283(y1)
      144    0.000    0.000    0.000    0.000 {built-in method math.floor}
       32    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\subprocess.py:263(_optim_args_from_interpreter_flags)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:78(acquire)
        1    0.000    0.000    0.000    0.000 <frozen zipimport>:63(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backend_bases.py:1731(new_manager)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\abc.py:84(__new__)
        4    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\core\fromnumeric.py:878(sort)
       20    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\PIL\PngImagePlugin.py:147(_crc32)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\pathlib.py:1171(stat)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(full_like)
       12    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\ticker.py:668(get_offset)
      516    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\core\fromnumeric.py:2698(_amax_dispatcher)
       22    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\cbook\__init__.py:1675(safe_first_element)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\legend.py:1241(_get_legend_handles_labels)
       80    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\src\genetics\genomic_distance.py:8(<dictcomp>)
        8    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:958(x0)
       54    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\markers.py:321(get_capstyle)
      148    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       24    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\offsetbox.py:491(<listcomp>)
      156    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\lines.py:1453(is_dashed)
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backend_bases.py:2850(create_with_canvas)
       33    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\src\genetics\genome.py:122(get_random_out_node)
       24    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\offsetbox.py:487(<listcomp>)
      192    0.000    0.000    0.000    0.000 {built-in method _winapi.GetCurrentProcess}
       32    0.000    0.000    0.000    0.000 {built-in method _winapi.GetExitCodeProcess}
        6    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\src\genetics\NEAT.py:238(adjust_fitness)
       71    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       24    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\offsetbox.py:489(<listcomp>)
       12    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\connection.py:130(__del__)
       36    0.000    0.000    0.000    0.000 {method 'reset' of 'ContextVar' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:1704(__init__)
       72    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:564(formatter)
       36    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:1633(get_minor_ticks)
       32    0.000    0.000    0.000    0.000 {built-in method msvcrt.open_osfhandle}
       12    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(atleast_1d)
       64    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\process.py:94(<genexpr>)
       20    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\_pylab_helpers.py:100(get_active)
      108    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\core\_ufunc_config.py:426(__init__)
      312    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\artist.py:618(get_gid)
      108    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\lib\stride_tricks.py:25(_maybe_view_as_subclass)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\runpy.py:1(<module>)
        4    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\patches.py:3998(set_bounds)
      238    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backend_bases.py:843(get_dashes)
      396    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\text.py:1351(get_parse_math)
        8    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\artist.py:1097(set_label)
      195    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\text.py:610(set_wrap)
       36    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\ticker.py:500(set_useLocale)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\PIL\Image.py:3053(new)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\queues.py:10(<module>)
      330    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:289(get_loc)
       14    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\patches.py:496(set_hatch)
       55    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:223(get_tick_padding)
        8    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\threading.py:222(__init__)
       38    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:2434(transform_path_non_affine)
      108    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\enum.py:654(name)
       32    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\process.py:193(name)
       80    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:293(p0)
       44    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\ntpath.py:34(_get_bothseps)
        6    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\core\numeric.py:358(full_like)
        6    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.update_path_extents}
        4    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\ticker.py:2155(view_limits)
       17    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\weakref.py:44(__new__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:526(_validate_timestamp_pyc)
      174    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\enum.py:644(__reduce_ex__)
     13/5    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\sre_parse.py:174(getwidth)
        2    0.000    0.000    0.000    0.000 {built-in method nt.readlink}
      238    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backend_bases.py:1021(get_hatch)
        8    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\patches.py:730(get_path)
        4    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:1137(get_inverted)
        5    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\inspect.py:1800(_signature_bound_method)
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backend_bases.py:2813(__init__)
      144    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\process.py:99(_check_closed)
      134    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\connection.py:134(_check_closed)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\gridspec.py:413(get_subplot_params)
      132    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\artist.py:604(get_url)
      127    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
      216    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\lib\stride_tricks.py:345(<genexpr>)
      312    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backend_bases.py:179(open_group)
       96    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\offsetbox.py:125(<listcomp>)
        7    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\copyreg.py:99(_slotnames)
      238    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backend_bases.py:880(get_snap)
       12    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\connection.py:276(_close)
      312    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backend_bases.py:186(close_group)
       81    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\src\genetics\species.py:17(add_genome)
        6    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:252(<listcomp>)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:176(cb)
       20    0.000    0.000    0.000    0.000 {built-in method zlib.crc32}
       55    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\colors.py:231(_has_alpha_channel)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:2859(<listcomp>)
      238    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\core\fromnumeric.py:2427(_all_dispatcher)
        8    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:1249(_set_artist_props)
        8    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\legend.py:1207(_get_legend_handles)
