         1748559 function calls (1652450 primitive calls) in 26.401 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\legend.py:761(get_default_handler_map)
        6    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\connection.py:142(_check_writable)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\connection.py:348(Connection)
        2    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\sre_compile.py:595(isstring)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\sre_parse.py:355(_escape)
       10    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:1759(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\sre_parse.py:76(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\core\shape_base.py:19(_atleast_1d_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\linalg\linalg.py:112(_makearray)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\PIL\PngImagePlugin.py:1096(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\artist.py:643(set_snap)
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\_pylab_helpers.py:33(get_fig_manager)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:852(<dictcomp>)
        8    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axis.py:836(_get_autoscale_on)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\connection.py:432(Listener)
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\PIL\GifImagePlugin.py:610(_Frame)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\pathlib.py:590(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\patches.py:3891(get_boxstyle)
        4    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\patches.py:3921(get_mutation_aspect)
        6    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\gridspec.py:75(get_geometry)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\util.py:159(Finalize)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\pathlib.py:45(_ignore_error)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\logging\__init__.py:1663(getEffectiveLevel)
        4    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backend_bases.py:2057(draw)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\patches.py:2454(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\figure.py:94(bubble)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\src\genetics\species.py:31(set_new_population_size)
        2    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\pool.py:263(__del__)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\popen_spawn_win32.py:38(Popen)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1400(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\sre_parse.py:921(fix_flags)
        6    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\core\function_base.py:18(_linspace_dispatcher)
        5    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\typing.py:666(<genexpr>)
        6    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        8    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        3    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        7    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backend_bases.py:2233(<dictcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\gridspec.py:614(num2)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\legend.py:1052(set_bbox_to_anchor)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\src\genetics\NEAT.py:272(<lambda>)
        4    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\pool.py:348(_check_running)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\os.py:1071(__subclasshook__)
        6    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        4    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\typing_extensions.py:162(_should_collect_from_parameters)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\projections\__init__.py:73(get_projection_class)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\gridspec.py:101(set_width_ratios)
        4    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\src\genetics\NEAT.py:274(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\PIL\PpmImagePlugin.py:57(PpmImageFile)
        6    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\core\multiarray.py:1079(copyto)
        3    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        6    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\artist.py:898(get_clip_path)
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\figure.py:82(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\figure.py:2925(set_canvas)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\gridspec.py:191(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\connection.py:638(PipeListener)
        4    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\collections\__init__.py:385(<genexpr>)
        6    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\core\multiarray.py:84(empty_like)
        4    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\lib\shape_base.py:1263(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\typing.py:708(__eq__)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        3    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\PIL\Image.py:3701(register_decoder)
        6    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:1807(transform_path_non_affine)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\widgets.py:38(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:2599(use_sticky_edges)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:3987(set_navigate_mode)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\legend.py:1166(set_draggable)
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\src\genetics\NEAT.py:399(check_existing_node_mutations)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\pool.py:913(ThreadPool)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\runpy.py:23(_TempModule)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:937(_sanity_check)
        2    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\contextlib.py:375(_create_exit_wrapper)
        4    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\contextlib.py:703(__exit__)
        6    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\core\numeric.py:354(_full_like_dispatcher)
        4    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\core\fromnumeric.py:546(_swapaxes_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\typing.py:329(__hash__)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\logging\__init__.py:189(_checkLevel)
        2    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\cbook\__init__.py:119(__eq__)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\axes\_base.py:652(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\pool.py:150(_PoolCache)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\pool.py:829(IMapIterator)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\synchronize.py:321(Event)
        3    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\enum.py:192(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\core\fromnumeric.py:874(_sort_dispatcher)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\linalg\linalg.py:117(isComplexType)
        2    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\typing.py:324(__eq__)
        2    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\typing.py:1062(<genexpr>)
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        5    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:2154(transform_path_non_affine)
        4    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\transforms.py:2162(inverted)
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\figure.py:90(remove)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\pool.py:739(ApplyResult)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\synchronize.py:123(Semaphore)
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\PIL\PpmImagePlugin.py:298(PpmDecoder)
        4    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\contextlib.py:479(__enter__)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\enum.py:146(<dictcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\sre_parse.py:168(__setitem__)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\core\multiarray.py:1029(unravel_index)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\pathlib.py:597(__len__)
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\linalg\linalg.py:107(get_linalg_error_extobj)
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\linalg\linalg.py:130(_realType)
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\linalg\linalg.py:180(_assert_stacked_2d)
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\numpy\linalg\linalg.py:186(_assert_stacked_square)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\logging\__init__.py:772(__init__)
        4    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\backend_bases.py:2029(release_mouse)
        4    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\patches.py:3906(get_mutation_scale)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\figure.py:2603(_check_layout_engines_compat)
        2    0.000    0.000    0.000    0.000 C:\Users\light\Documents\ntnu\cogito\NEATactics\venv\lib\site-packages\matplotlib\gridspec.py:199(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\pool.py:80(MaybeEncodingError)
        1    0.000    0.000    0.000    0.000 C:\Users\light\AppData\Local\Programs\Python\Python38\lib\multiprocessing\util.py:345(ForkAwareThreadLock)
